listing_id,brand,model,city,year,car_age,km_driven,fuel_type,transmission,owner_count,mileage_kmpl,engine_cc,insurance_valid,selling_price
C24-10235,Kia,Seltos,Jaipur,2014,11,141368,Diesel,Manual,2.0,16.6,1000,Yes,210000.0
C24-10236,Hyundai,i20,Kolkata,2019,6,64157,Petrol,Manual,1.0,30.2,1000,Yes,331000.0
C24-10237,Mahindra,XUV300,Ahmedabad,2012,13,154364,Petrol,Manual,2.0,13.5,1997,No,163000.0
C24-10238,Volkswagen,Polo,Bengaluru,2018,7,88657,Petrol,Automatic,2.0,18.6,1000,Yes,286000.0
C24-10239,Hyundai,Creta,Kolkata,2015,10,109988,Petrol,Manual,1.0,22.9,2200,Yes,135000.0
C24-10240,Ford,EcoSport,Ahmedabad,2012,13,145165,Petrol,Manual,4.0,14.0,1000,No,98000.0
C24-10241,Ford,Figo,Ahmedabad,2018,7,96004,Diesel,Manual,1.0,10.5,1997,Yes,267000.0
C24-10242,Volkswagen,Vento,Mumbai,2021,4,51150,Diesel,Automatic,3.0,10.3,2200,No,556000.0
C24-10243,Mahindra,Bolero,Kolkata,2018,7,80004,Petrol,Automatic,2.0,19.7,2000,No,327000.0
C24-10244,Renault,Triber,Chennai,2020,5,52973,Petrol,Manual,1.0,21.8,1997,Yes,352000.0
C24-10245,Kia,Sonet,Jaipur,2021,4,57384,Diesel,Manual,1.0,18.5,1997,No,579000.0
C24-10246,Toyota,Fortuner,Pune,2024,1,22794,Petrol,Manual,1.0,24.6,1197,Yes,1347000.0
C24-10247,Kia,Sonet,Ahmedabad,2022,3,22677,Petrol,Manual,2.0,21.5,1498,Yes,859000.0
C24-10248,Hyundai,Verna,Hyderabad,2012,13,175280,Diesel,Manual,3.0,18.9,1199,Yes,93000.0
C24-10249,Hyundai,i20,Delhi NCR,2019,6,85797,Diesel,Automatic,1.0,16.3,1997,Yes,362000.0
C24-10250,Maruti Suzuki,Baleno,Hyderabad,2017,8,84524,Diesel,Automatic,2.0,13.8,1199,Yes,204000.0
C24-10251,Tata,Punch,Delhi NCR,2023,2,10869,Diesel,Manual,3.0,14.4,1197,No,765000.0
C24-10252,Honda,Jazz,Bengaluru,2019,6,78801,Petrol,Manual,1.0,16.2,2200,Yes,377000.0
C24-10253,Ford,EcoSport,Jaipur,2019,6,70261,CNG,Manual,1.0,22.8,1498,Yes,300000.0
C24-10254,Maruti Suzuki,WagonR,Jaipur,2013,12,140930,Diesel,Manual,2.0,21.8,1197,Yes,94000.0
C24-10255,Honda,Amaze,Hyderabad,2017,8,88423,Diesel,Manual,2.0,,1498,Yes,317000.0
C24-10256,Kia,Carens,Mumbai,2019,6,77859,Petrol,Automatic,1.0,19.2,1197,Yes,571000.0
C24-10257,Toyota,Urban Cruiser,Chennai,2013,12,148050,Petrol,Manual,2.0,18.3,1199,Yes,204000.0
C24-10258,Volkswagen,Polo,Chandigarh,2018,7,71960,Petrol,Manual,4.0,18.5,1199,Yes,277000.0
C24-10259,Ford,Figo,Delhi NCR,2012,13,158446,Petrol,Manual,3.0,20.8,1199,Yes,107000.0
C24-10260,Maruti Suzuki,Alto,Ahmedabad,2017,8,94863,CNG,Manual,2.0,15.0,2000,Yes,164000.0
C24-10261,Kia,Carens,Bengaluru,2014,11,122070,Diesel,Manual,1.0,20.9,1197,No,191000.0
C24-10262,Hyundai,i20,Bengaluru,2021,4,33909,Petrol,Manual,1.0,19.2,1197,Yes,519000.0
C24-10263,Ford,Figo,Jaipur,2018,7,79694,Petrol,Automatic,3.0,18.9,1498,Yes,282000.0
C24-10264,Toyota,Innova,Kolkata,2024,1,14034,Diesel,Automatic,1.0,16.5,1199,Yes,1261000.0
C24-10265,Tata,Tiago,Delhi NCR,2012,13,158898,Diesel,Manual,2.0,23.2,1997,No,117000.0
C24-10266,Renault,Kwid,Jaipur,2012,13,141844,Diesel,Manual,1.0,15.5,800,No,89000.0
C24-10267,Ford,Figo,Jaipur,2021,4,26372,Diesel,Automatic,1.0,16.2,800,Yes,507000.0
C24-10268,Maruti Suzuki,Baleno,Jaipur,2022,3,34733,Petrol,Manual,3.0,,1498,No,342000.0
C24-10269,Honda,Jazz,Chennai,2022,3,44361,Petrol,Manual,2.0,15.8,1199,Yes,621000.0
C24-10270,Maruti Suzuki,Dzire,Hyderabad,2015,10,104116,Petrol,Manual,3.0,15.6,1000,Yes,92000.0
C24-10271,Honda,Jazz,Chandigarh,2018,7,81001,Petrol,Manual,1.0,16.2,1197,Yes,295000.0
C24-10272,Tata,Tiago,Chennai,2015,10,114105,Petrol,Automatic,1.0,16.5,1498,No,190000.0
C24-10273,Honda,Jazz,Hyderabad,2023,2,26840,Petrol,Manual,1.0,20.4,1199,No,831000.0
C24-10274,Honda,Amaze,Mumbai,2018,7,85481,Diesel,Manual,2.0,19.7,1199,Yes,369000.0
C24-10275,Tata,Tiago,Ahmedabad,2014,11,126206,Petrol,Automatic,1.0,21.6,1498,Yes,197000.0
C24-10276,Volkswagen,Vento,Chandigarh,2024,1,21909,Diesel,Manual,1.0,23.2,1498,Yes,894000.0
C24-10277,Renault,Kwid,Mumbai,2021,4,42444,Petrol,Manual,1.0,17.3,800,Yes,422000.0
C24-10278,Mahindra,Bolero,Mumbai,2024,1,15083,Diesel,Automatic,1.0,23.1,800,Yes,1573000.0
C24-10279,Mahindra,XUV300,Pune,2024,1,13337,Diesel,Automatic,3.0,20.6,1498,No,1325000.0
C24-10280,Toyota,Urban Cruiser,Hyderabad,2017,8,101059,Diesel,Manual,3.0,19.2,1000,Yes,353000.0
C24-10281,Maruti Suzuki,Alto,Bengaluru,2017,8,70497,Petrol,Manual,1.0,23.3,1197,Yes,220000.0
C24-10282,Maruti Suzuki,Dzire,Kolkata,2017,8,107348,Petrol,Automatic,3.0,8.0,2200,Yes,163000.0
C24-10283,Honda,Amaze,Ahmedabad,2014,11,140117,Petrol,Manual,2.0,14.8,1199,Yes,165000.0
C24-10284,Volkswagen,Vento,Pune,2022,3,33631,Petrol,Automatic,4.0,,1000,Yes,666000.0
C24-10285,Tata,Punch,Kolkata,2022,3,54560,Petrol,Manual,3.0,11.0,1197,Yes,478000.0
C24-10286,Ford,Figo,Pune,2022,3,44085,Diesel,Manual,1.0,21.0,2000,Yes,628000.0
C24-10287,Volkswagen,Vento,Chennai,2018,7,85403,Diesel,Automatic,1.0,20.7,1197,Yes,354000.0
C24-10288,Volkswagen,Vento,Bengaluru,2014,11,115480,Petrol,Manual,1.0,15.3,1000,No,147000.0
C24-10289,Mahindra,XUV300,Kolkata,2012,13,145156,Petrol,Automatic,4.0,17.7,1498,Yes,138000.0
C24-10290,Honda,City,Pune,2012,13,155029,Petrol,Manual,1.0,16.4,1000,Yes,140000.0
C24-10291,Tata,Altroz,Pune,2021,4,33121,Diesel,Manual,1.0,12.3,1197,No,554000.0
C24-10292,Toyota,Glanza,Kolkata,2021,4,51487,Diesel,Manual,2.0,7.9,2000,Yes,848000.0
C24-10293,Kia,Seltos,Delhi NCR,2013,12,143332,Diesel,Manual,2.0,15.8,1498,No,186000.0
C24-10294,Renault,Kwid,Pune,2013,12,146020,Petrol,Manual,2.0,23.5,1498,No,93000.0
C24-10295,Tata,Nexon,Jaipur,2016,9,121973,Petrol,Automatic,2.0,18.6,1000,Yes,224000.0
C24-10296,Tata,Punch,Chennai,2019,6,65368,Petrol,Manual,1.0,15.5,800,Yes,382000.0
C24-10297,Toyota,Innova,Kolkata,2020,5,82005,Petrol,Manual,3.0,7.4,1197,Yes,567000.0
C24-10298,Maruti Suzuki,Dzire,Chandigarh,2015,10,122553,Diesel,Manual,1.0,18.5,1197,Yes,145000.0
C24-10299,Honda,WR-V,Delhi NCR,2014,11,143090,Petrol,Automatic,4.0,20.1,1000,Yes,173000.0
C24-10300,Hyundai,Creta,Chandigarh,2023,2,22534,Petrol,Manual,1.0,16.6,1997,No,676000.0
C24-10301,Maruti Suzuki,WagonR,Kolkata,2014,11,129213,Diesel,Manual,1.0,15.8,1199,No,127000.0
C24-10302,Tata,Tiago,Bengaluru,2018,7,78661,Petrol,Manual,2.0,18.4,1498,No,260000.0
C24-10303,Kia,Carens,Kolkata,2024,1,27066,Petrol,Manual,2.0,13.3,1199,Yes,959000.0
C24-10304,Tata,Tiago,Kolkata,2017,8,105473,Diesel,Manual,1.0,14.7,1000,Yes,225000.0
C24-10305,Volkswagen,Vento,Jaipur,2022,3,27497,Petrol,Manual,1.0,20.6,1000,Yes,599000.0
C24-10306,Ford,EcoSport,Bengaluru,2024,1,3552,CNG,Manual,2.0,17.9,1197,Yes,778000.0
C24-10307,Tata,Nexon,Mumbai,2013,12,153769,Petrol,Automatic,1.0,26.5,1197,Yes,189000.0
C24-10308,Renault,Triber,Jaipur,2015,10,129854,Petrol,Manual,1.0,11.4,1997,Yes,125000.0
C24-10309,Kia,Seltos,Pune,2024,1,4732,Diesel,Automatic,3.0,20.6,800,Yes,1168000.0
C24-10310,Toyota,Innova,Chandigarh,2023,2,29592,CNG,Manual,1.0,17.0,1199,Yes,954000.0
C24-10311,Renault,Kwid,Hyderabad,2013,12,149098,Diesel,Manual,1.0,17.7,1498,Yes,123000.0
C24-10312,Toyota,Glanza,Chennai,2019,6,75874,Petrol,Manual,1.0,20.1,1498,Yes,604000.0
C24-10313,Mahindra,XUV300,Bengaluru,2015,10,131031,Petrol,Manual,1.0,21.1,1997,No,269000.0
C24-10314,Volkswagen,Polo,Delhi NCR,2014,11,128861,Diesel,Manual,1.0,17.3,800,Yes,183000.0
C24-10315,Mahindra,Bolero,Kolkata,2019,6,67454,Petrol,Manual,2.0,20.2,1000,Yes,422000.0
C24-10316,Kia,Carens,Jaipur,2012,13,160824,Diesel,Manual,1.0,14.6,1498,Yes,164000.0
C24-10317,Maruti Suzuki,Dzire,Ahmedabad,2017,8,99022,Petrol,Manual,3.0,22.3,1197,Yes,171000.0
C24-10318,Honda,City,Delhi NCR,2020,5,57042,Petrol,Manual,1.0,16.5,800,Yes,455000.0
C24-10319,Volkswagen,Vento,Pune,2014,11,130966,Petrol,Automatic,3.0,19.7,1000,Yes,182000.0
C24-10320,Hyundai,i20,Kolkata,2014,11,120727,Diesel,Manual,1.0,16.4,2000,No,142000.0
C24-10321,Kia,Seltos,Delhi NCR,2024,1,16170,Diesel,Manual,1.0,23.7,1498,Yes,1068000.0
C24-10322,Hyundai,Creta,Chandigarh,2019,6,67408,Petrol,Manual,1.0,22.4,1498,Yes,336000.0
C24-10323,Mahindra,Scorpio,Chandigarh,2015,10,119821,Petrol,Automatic,3.0,19.0,1997,Yes,212000.0
C24-10324,Honda,WR-V,Chennai,2012,13,157883,Electric,Automatic,1.0,4.7,1197,Yes,157000.0
C24-10325,Renault,Kwid,Chennai,2019,6,71311,Petrol,Manual,1.0,14.4,800,,270000.0
C24-10326,Maruti Suzuki,WagonR,Hyderabad,2024,1,500,CNG,Manual,1.0,17.6,1997,Yes,613000.0
C24-10327,Honda,Amaze,Kolkata,2013,12,145943,Diesel,Manual,1.0,23.8,1498,Yes,155000.0
C24-10328,Tata,Tiago,Chennai,2021,4,42565,Petrol,Manual,4.0,14.7,1498,Yes,440000.0
C24-10329,Tata,Harrier,Mumbai,2018,7,99064,Petrol,Manual,3.0,,800,Yes,273000.0
C24-10330,Renault,Kwid,Chandigarh,2023,2,21775,Diesel,Automatic,1.0,16.7,1197,Yes,714000.0
C24-10331,Hyundai,Creta,Mumbai,2024,1,18625,Petrol,Manual,1.0,13.6,800,Yes,910000.0
C24-10332,Ford,Figo,Ahmedabad,2020,5,59943,Petrol,Manual,1.0,17.1,1197,No,392000.0
C24-10333,Renault,Triber,Pune,2020,5,53542,CNG,Manual,3.0,28.7,1199,Yes,284000.0
C24-10334,Toyota,Glanza,Bengaluru,2021,4,50379,Petrol,Manual,1.0,17.6,1199,Yes,851000.0
C24-10335,Maruti Suzuki,Baleno,Bengaluru,2017,8,102796,Electric,Automatic,2.0,6.8,1997,Yes,270000.0
C24-10336,Renault,Triber,Kolkata,2018,7,86376,Petrol,Manual,,24.5,1197,Yes,190000.0
C24-10337,Hyundai,Grand i10,Delhi NCR,2024,1,11265,CNG,Manual,2.0,22.6,1199,Yes,782000.0
C24-10338,Maruti Suzuki,Dzire,Mumbai,2014,11,147262,Petrol,Automatic,3.0,17.7,1197,Yes,129000.0
C24-10339,Honda,Jazz,Chennai,2018,7,89867,Diesel,Manual,2.0,12.6,1997,Yes,334000.0
C24-10340,Tata,Tiago,Hyderabad,2014,11,127354,Diesel,Manual,1.0,15.6,1197,Yes,174000.0
C24-10341,Mahindra,XUV300,Kolkata,2021,4,55042,Petrol,Manual,1.0,20.3,1199,Yes,656000.0
C24-10342,Volkswagen,Vento,Mumbai,2012,13,149325,Diesel,Automatic,1.0,20.3,1199,Yes,159000.0
C24-10343,Ford,Figo,Chandigarh,2017,8,84120,Petrol,Manual,2.0,16.6,800,No,215000.0
C24-10344,Mahindra,Scorpio,Chennai,2021,4,49106,Petrol,Automatic,1.0,16.0,1197,Yes,697000.0
C24-10345,Hyundai,Grand i10,Jaipur,2021,4,43835,Petrol,Automatic,1.0,24.3,800,Yes,491000.0
C24-10346,Kia,Seltos,Hyderabad,2016,9,107511,Petrol,Manual,2.0,15.8,1199,Yes,245000.0
C24-10347,Hyundai,Creta,Chandigarh,2019,6,69454,CNG,Manual,1.0,19.8,1197,Yes,309000.0
C24-10348,Ford,Figo,Hyderabad,2016,9,99490,Petrol,Manual,1.0,15.2,1000,Yes,204000.0
C24-10349,Toyota,Glanza,Chandigarh,2018,7,87197,CNG,Manual,2.0,16.0,1997,Yes,430000.0
C24-10350,Hyundai,Creta,Ahmedabad,2014,11,124685,CNG,Automatic,2.0,15.7,1199,Yes,134000.0
C24-10351,Maruti Suzuki,WagonR,Kolkata,2024,1,12905,Petrol,Manual,4.0,19.6,1197,Yes,512000.0
C24-10352,Volkswagen,Vento,Hyderabad,2019,6,70145,CNG,Manual,1.0,12.7,1997,Yes,408000.0
C24-10353,Tata,Tiago,Jaipur,2024,1,3405,Petrol,Manual,1.0,14.1,2200,Yes,766000.0
C24-10354,Toyota,Glanza,Jaipur,2014,11,148486,CNG,Manual,1.0,20.3,1498,Yes,205000.0
C24-10355,Toyota,Fortuner,Chandigarh,2012,13,151661,Petrol,Manual,1.0,18.5,2000,Yes,182000.0
C24-10356,Maruti Suzuki,WagonR,Jaipur,2012,13,164562,Diesel,Manual,1.0,23.1,1197,No,86000.0
C24-10357,Honda,WR-V,Pune,2013,12,122294,Diesel,Manual,3.0,14.9,1199,Yes,149000.0
C24-10358,Toyota,Urban Cruiser,Kolkata,2012,13,165169,Electric,Manual,1.0,5.9,1000,Yes,244000.0
C24-10359,Toyota,Urban Cruiser,Mumbai,2021,4,42304,Diesel,Manual,1.0,17.7,1197,Yes,881000.0
C24-10360,Maruti Suzuki,Alto,Hyderabad,2021,4,47217,Petrol,Manual,2.0,13.6,1197,Yes,368000.0
C24-10361,Renault,Kwid,Chennai,2022,3,38108,CNG,Automatic,2.0,6.0,1197,No,451000.0
C24-10362,Tata,Nexon,Delhi NCR,2014,11,135952,Diesel,Automatic,1.0,6.6,1197,Yes,192000.0
C24-10363,Hyundai,Venue,Bengaluru,2021,4,51440,Diesel,Manual,4.0,16.7,1197,Yes,449000.0
C24-10364,Toyota,Fortuner,Kolkata,2024,1,11388,Petrol,Manual,1.0,17.4,1197,Yes,1170000.0
C24-10365,Maruti Suzuki,Dzire,Jaipur,2024,1,15089,Diesel,Manual,1.0,15.6,1498,Yes,656000.0
C24-10366,Kia,Sonet,Mumbai,2023,2,32456,Diesel,Manual,2.0,18.8,1498,Yes,993000.0
C24-10367,Ford,EcoSport,Bengaluru,2023,2,16897,CNG,Manual,2.0,16.1,2000,Yes,705000.0
C24-10368,Mahindra,Bolero,Pune,2018,7,83222,Diesel,Manual,1.0,10.0,1000,Yes,425000.0
C24-10369,Honda,Jazz,Jaipur,2018,7,86911,Diesel,Manual,1.0,18.0,2200,Yes,318000.0
C24-10370,Hyundai,Verna,Mumbai,2017,8,91467,Petrol,Automatic,2.0,13.5,1199,Yes,252000.0
C24-10371,Tata,Harrier,Ahmedabad,2014,11,125659,CNG,Automatic,2.0,13.5,1199,Yes,136000.0
C24-10372,Mahindra,XUV700,Pune,2020,5,55055,Petrol,Manual,3.0,15.9,1199,Yes,551000.0
C24-10373,Kia,Seltos,Jaipur,2024,1,14389,Petrol,Manual,3.0,19.9,1199,Yes,865000.0
C24-10374,Kia,Seltos,Ahmedabad,2014,11,116272,Petrol,Manual,1.0,17.7,1199,Yes,197000.0
C24-10375,Mahindra,Scorpio,Mumbai,2023,2,10616,CNG,Manual,1.0,24.4,1197,No,971000.0
C24-10376,Toyota,Innova,Bengaluru,2021,4,45751,Petrol,Manual,2.0,17.2,1199,Yes,735000.0
C24-10377,Honda,WR-V,Chandigarh,2018,7,90956,Diesel,Manual,1.0,15.3,2000,Yes,289000.0
C24-10378,Volkswagen,Vento,Chennai,2015,10,131669,Diesel,Manual,2.0,17.3,1498,No,159000.0
C24-10379,Hyundai,Venue,Delhi NCR,2023,2,15580,Petrol,Manual,4.0,17.5,800,Yes,642000.0
C24-10380,Renault,Kwid,Jaipur,2024,1,17397,Petrol,Manual,1.0,17.4,2000,No,658000.0
C24-10381,Ford,EcoSport,Delhi NCR,2024,1,16244,Petrol,Manual,1.0,14.8,1498,No,801000.0
C24-10382,Ford,EcoSport,Hyderabad,2019,6,70299,Diesel,Manual,1.0,22.7,1199,Yes,370000.0
C24-10383,Kia,Carens,Jaipur,2023,2,35973,Diesel,Manual,1.0,10.9,2200,No,906000.0
C24-10384,Ford,EcoSport,Hyderabad,2020,5,66800,CNG,Manual,4.0,19.7,1498,Yes,350000.0
C24-10385,Mahindra,XUV700,Pune,2012,13,165945,CNG,Manual,1.0,16.1,2200,Yes,161000.0
C24-10386,Renault,Kwid,Delhi NCR,2019,6,79049,Petrol,Automatic,1.0,18.0,1498,Yes,330000.0
C24-10387,Renault,Kwid,Mumbai,2013,12,136936,Electric,Automatic,2.0,6.3,1197,No,153000.0
C24-10388,Kia,Sonet,Hyderabad,2012,13,149806,CNG,Manual,2.0,17.8,1197,Yes,167000.0
C24-10389,Honda,City,Hyderabad,2015,10,141392,Petrol,Manual,2.0,23.4,1199,Yes,172000.0
C24-10390,Mahindra,Scorpio,Hyderabad,2014,11,136006,Petrol,Manual,2.0,14.5,2200,No,194000.0
C24-10391,Toyota,Fortuner,Pune,2018,7,90354,Diesel,Manual,1.0,14.5,1199,No,474000.0
C24-10392,Maruti Suzuki,Dzire,Pune,2024,1,23145,CNG,Manual,1.0,21.4,1498,Yes,621000.0
C24-10393,Tata,Altroz,Mumbai,2024,1,591,Diesel,Manual,2.0,17.4,1498,Yes,908000.0
C24-10394,Mahindra,XUV700,Jaipur,2014,11,129721,Petrol,Automatic,2.0,16.0,1197,Yes,193000.0
C24-10395,Kia,Seltos,Mumbai,2023,2,38564,Petrol,Manual,2.0,14.8,1199,Yes,839000.0
C24-10396,Volkswagen,Vento,Hyderabad,2017,8,97142,Petrol,Manual,1.0,18.0,1997,Yes,277000.0
C24-10397,Renault,Triber,Hyderabad,2023,2,34481,Diesel,Manual,3.0,15.1,1498,Yes,495000.0
C24-10398,Tata,Punch,Ahmedabad,2019,6,74634,CNG,Manual,2.0,18.6,1199,Yes,300000.0
C24-10399,Maruti Suzuki,Baleno,Ahmedabad,2016,9,101911,Petrol,Manual,2.0,24.0,800,Yes,144000.0
C24-10400,Kia,Seltos,Chandigarh,2013,12,157988,Petrol,Manual,2.0,16.4,1199,Yes,145000.0
C24-10401,Renault,Kwid,Bengaluru,2018,7,82164,Diesel,Automatic,1.0,17.7,1000,Yes,309000.0
C24-10402,Hyundai,Venue,Chandigarh,2021,4,53218,Petrol,Manual,1.0,11.5,2200,Yes,419000.0
C24-10403,Hyundai,Grand i10,Jaipur,2019,6,77852,Petrol,Manual,1.0,21.6,1000,Yes,323000.0
C24-10404,Renault,Kwid,Bengaluru,2017,8,93812,Petrol,Manual,4.0,22.3,1498,Yes,191000.0
C24-10405,Renault,Kwid,Chennai,2023,2,26104,Petrol,Manual,3.0,15.6,1997,No,525000.0
C24-10406,Maruti Suzuki,Baleno,Ahmedabad,2016,9,108215,CNG,Manual,1.0,19.4,1197,Yes,113000.0
C24-10407,Mahindra,XUV300,Mumbai,2021,4,56436,Petrol,Automatic,1.0,19.6,1000,No,720000.0
C24-10408,Hyundai,Verna,Jaipur,2016,9,113011,Diesel,Automatic,1.0,19.6,1498,No,193000.0
C24-10409,Volkswagen,Vento,Mumbai,2023,2,15676,Petrol,Manual,1.0,15.3,1498,Yes,901000.0
C24-10410,Hyundai,Grand i10,Chandigarh,2014,11,135974,Petrol,Manual,2.0,14.6,1000,Yes,142000.0
C24-10411,Toyota,Glanza,Ahmedabad,2012,13,156155,Petrol,Manual,3.0,11.2,1199,Yes,155000.0
C24-10412,Honda,City,Pune,2022,3,28923,Electric,Automatic,1.0,5.5,1197,Yes,1007000.0
C24-10413,Toyota,Fortuner,Pune,2017,8,80405,Petrol,Manual,1.0,15.0,1498,Yes,452000.0
C24-10414,Kia,Seltos,Hyderabad,2024,1,9159,Petrol,Automatic,3.0,19.7,1197,Yes,1198000.0
C24-10415,Renault,Triber,Ahmedabad,2020,5,57763,CNG,Automatic,1.0,17.9,1199,Yes,348000.0
C24-10416,Toyota,Urban Cruiser,Bengaluru,2012,13,156404,Petrol,Automatic,,24.0,1000,Yes,255000.0
C24-10417,Honda,Amaze,Mumbai,2014,11,126770,Petrol,Automatic,1.0,14.8,1997,No,211000.0
C24-10418,Renault,Kwid,Jaipur,2023,2,28369,CNG,Manual,1.0,14.8,1498,Yes,462000.0
C24-10419,Toyota,Urban Cruiser,Ahmedabad,2016,9,124798,Petrol,Automatic,2.0,16.5,1197,,282000.0
C24-10420,Tata,Punch,Pune,2018,7,80272,Diesel,Manual,1.0,34.2,1197,Yes,314000.0
C24-10421,Ford,EcoSport,Chennai,2023,2,21002,Petrol,Manual,1.0,18.5,800,No,667000.0
C24-10422,Renault,Triber,Mumbai,2019,6,63486,Petrol,Automatic,1.0,18.0,1197,Yes,340000.0
C24-10423,Toyota,Fortuner,Kolkata,2018,7,87023,Diesel,Manual,1.0,14.4,2200,No,471000.0
C24-10424,Toyota,Glanza,Chandigarh,2023,2,31124,Electric,Manual,3.0,6.4,2000,Yes,1378000.0
C24-10425,Renault,Kwid,Pune,2018,7,86441,Petrol,Manual,1.0,22.4,1498,Yes,196000.0
C24-10426,Toyota,Innova,Mumbai,2017,8,92917,Diesel,Manual,3.0,21.5,2000,Yes,399000.0
C24-10427,Maruti Suzuki,Dzire,Ahmedabad,2012,13,171925,Diesel,Manual,2.0,19.3,1997,Yes,80000.0
C24-10428,Tata,Tiago,Kolkata,2013,12,141387,Diesel,Automatic,1.0,21.3,1498,Yes,153000.0
C24-10429,Ford,Figo,Hyderabad,2023,2,35622,Petrol,Manual,,17.8,1498,Yes,643000.0
C24-10430,Renault,Kwid,Hyderabad,2020,5,54856,Petrol,Manual,1.0,17.1,1199,Yes,374000.0
C24-10431,Honda,Jazz,Hyderabad,2019,6,62792,Petrol,Automatic,1.0,19.4,1498,Yes,473000.0
C24-10432,Honda,WR-V,Kolkata,2012,13,159322,Petrol,Automatic,1.0,15.9,1199,No,137000.0
C24-10433,Maruti Suzuki,Baleno,Mumbai,2019,6,76204,Diesel,Manual,1.0,20.0,1197,No,305000.0
C24-10434,Toyota,Innova,Hyderabad,2016,9,112266,CNG,Automatic,2.0,14.3,2000,Yes,333000.0
C24-10435,Maruti Suzuki,Dzire,Delhi NCR,2022,3,36034,Diesel,Automatic,1.0,22.5,1498,No,523000.0
C24-10436,Tata,Harrier,Jaipur,2023,2,21558,Diesel,Manual,1.0,22.2,1197,Yes,701000.0
C24-10437,Honda,Jazz,Mumbai,2016,9,109813,Petrol,Manual,3.0,14.9,1498,Yes,242000.0
C24-10438,Mahindra,Bolero,Pune,2022,3,39063,Diesel,Manual,2.0,20.8,1197,Yes,797000.0
C24-10439,Mahindra,XUV300,Mumbai,2017,8,93283,Petrol,Manual,1.0,12.4,800,Yes,411000.0
C24-10440,Renault,Kwid,Pune,2022,3,41649,Diesel,Automatic,2.0,22.8,1498,No,536000.0
C24-10441,Toyota,Urban Cruiser,Bengaluru,2014,11,133613,Diesel,Manual,4.0,16.7,1199,No,222000.0
C24-10442,Renault,Kwid,Kolkata,2016,9,106341,Petrol,Automatic,1.0,21.7,1199,No,168000.0
C24-10443,Honda,WR-V,Jaipur,2016,9,108340,Petrol,Manual,1.0,20.1,1997,Yes,225000.0
C24-10444,Kia,Carens,Jaipur,2022,3,40571,Petrol,Manual,2.0,17.9,2000,Yes,685000.0
C24-10445,Ford,Figo,Chandigarh,2017,8,97519,Petrol,Manual,1.0,18.5,1498,No,210000.0
C24-10446,Volkswagen,Polo,Delhi NCR,2013,12,150867,Diesel,Manual,1.0,21.3,1199,Yes,166000.0
C24-10447,Toyota,Urban Cruiser,Pune,2017,8,81996,Diesel,Manual,1.0,24.2,800,Yes,363000.0
C24-10448,Ford,Figo,Ahmedabad,2012,13,132926,Diesel,Automatic,1.0,18.3,1498,Yes,126000.0
C24-10449,Maruti Suzuki,WagonR,Delhi NCR,2018,7,73712,Petrol,Manual,1.0,18.4,1000,,259000.0
C24-10450,Kia,Carens,Chandigarh,2012,13,158327,Diesel,Manual,1.0,16.0,1197,Yes,154000.0
C24-10451,Maruti Suzuki,Dzire,Pune,2023,2,26678,Petrol,Manual,,15.1,1000,Yes,564000.0
C24-10452,Volkswagen,Vento,Kolkata,2013,12,150006,Petrol,Manual,1.0,20.6,2000,Yes,154000.0
C24-10453,Hyundai,Creta,Mumbai,2019,6,70425,Petrol,Manual,2.0,13.2,800,Yes,343000.0
C24-10454,Hyundai,Verna,Pune,2015,10,129528,Diesel,Manual,1.0,14.7,1000,Yes,173000.0
C24-10455,Ford,EcoSport,Ahmedabad,2017,8,101872,CNG,Manual,2.0,20.1,1197,Yes,179000.0
C24-10456,Tata,Punch,Chandigarh,2021,4,50215,Diesel,Manual,2.0,23.4,1498,Yes,456000.0
C24-10457,Volkswagen,Vento,Mumbai,2015,10,127283,CNG,Automatic,1.0,20.8,1000,Yes,211000.0
C24-10458,Kia,Seltos,Chennai,2018,7,103403,Petrol,Manual,3.0,,2000,Yes,328000.0
C24-10459,Maruti Suzuki,Baleno,Pune,2021,4,44129,Petrol,Manual,1.0,18.9,2000,Yes,361000.0
C24-10460,Tata,Nexon,Kolkata,2016,9,120637,Petrol,Automatic,4.0,16.3,1498,Yes,225000.0
C24-10461,Kia,Sonet,Jaipur,2014,11,136311,Petrol,Manual,,26.9,1199,Yes,207000.0
C24-10462,Honda,Amaze,Chennai,2017,8,93364,Diesel,Automatic,4.0,24.7,800,Yes,278000.0
C24-10463,Volkswagen,Vento,Delhi NCR,2017,8,67343,Diesel,Automatic,1.0,19.3,1197,Yes,339000.0
C24-10464,Maruti Suzuki,Baleno,Chandigarh,2012,13,152088,Petrol,Manual,1.0,24.4,1197,Yes,85000.0
C24-10465,Renault,Kwid,Bengaluru,2021,4,59534,Diesel,Manual,3.0,21.0,1197,Yes,408000.0
C24-10466,Toyota,Urban Cruiser,Mumbai,2019,6,70546,Petrol,Manual,1.0,20.3,1000,,636000.0
C24-10467,Volkswagen,Vento,Bengaluru,2024,1,500,Diesel,Manual,2.0,22.4,1197,No,843000.0
C24-10468,Volkswagen,Polo,Chandigarh,2024,1,2861,Petrol,Manual,1.0,13.6,1197,Yes,810000.0
C24-10469,Hyundai,Creta,Hyderabad,2018,7,93825,Diesel,Manual,1.0,17.8,1498,Yes,314000.0
